customer_id,first_name,last_name,city,state,gender,age,email,signup_date,acquisition_channel,phone,pincode
CUST_00066,Odika,Kashyap,Shimla,Himachal Pradesh,Male,45,Odika_Kashyap79@hotmail.com,2024-10-03,paid,9146159303,770891
CUST_00067,Tamanna,Dass,Bansbaria,West Bengal,Female,50,Tamanna_Dass18@gmail.com,2024-01-10,organic,9926506464,647834
CUST_00068,Wriddhish,Sathe,Kasgatpur,Karnataka,Male,45,Wriddhish_Sathe53@gmail.com,2023-07-16,paid,9928540878,445675
CUST_00069,Jagdish,Madan,Nathupur,Bihar,Male,22,Jagdish_Madan41@yahoo.com,2024-08-22,referral,9180705119,703129
CUST_00070,Zaitra,De,Bansbaria,West Bengal,Male,60,Zaitra_De61@yahoo.com,2024-07-24,organic,9588035440,549793
CUST_00071,Samuel,Suresh,Hesarghatta,Karnataka,Female,36,Samuel_Suresh67@yahoo.com,2025-05-06,organic,9107654909,175319
CUST_00072,Dhriti,Shetty,Punadih,Bihar,Female,29,Dhriti_Shetty11@yahoo.com,2024-09-21,paid,9318520688,701461
CUST_00073,Bhavini,Rana,Hunasamaranhalli,Karnataka,Male,31,Bhavini_Rana65@hotmail.com,2024-11-11,paid,9258428240,335282
CUST_00074,Tanay,Dara,Sultanpur,Bihar,Female,46,Tanay_Dara11@yahoo.com,2025-01-05,organic,9791648731,504071
CUST_00075,Unnati,Ramachandran,Babura,Bihar,Male,36,Unnati_Ramachandran10@yahoo.com,2025-07-13,paid,9876124029,623154
CUST_00076,Arjun,Sahota,Nerkunram,Tamil Nadu,Male,58,Arjun_Sahota62@yahoo.com,2023-08-12,organic,9949472217,345168
CUST_00077,Lakshmi,Hora,Raipur,Chhattisgarh,Male,33,Lakshmi_Hora79@hotmail.com,2024-07-22,paid,9498129398,180468
CUST_00078,Urvi,Tank,Vishakhapatnam,Andhra Pradesh,Female,30,Urvi_Tank64@yahoo.com,2025-10-26,paid,9149905866,219752
CUST_00079,Atharv,Bhalla,Tarchha,Bihar,Female,18,Atharv_Bhalla26@gmail.com,2025-02-04,paid,9328233509,571080
CUST_00080,Zarna,Lall,Bhatpara,West Bengal,Male,67,Zarna_Lall78@hotmail.com,2025-09-22,organic,9668249203,216082
CUST_00081,Eiravati,Raghavan,Puducherry,Puducherry,Male,47,Eiravati_Raghavan79@yahoo.com,2025-09-01,paid,9739196117,668987
CUST_00082,Jatin,Balan,Cachohalli,Karnataka,Female,65,Jatin_Balan25@yahoo.com,2025-10-08,referral,9466371424,465529
CUST_00083,Laban,Pandey,Ambapuram,Andhra Pradesh,Female,68,Laban_Pandey68@hotmail.com,2024-08-16,referral,9901090885,161664
CUST_00084,Abha,Bir,Babura,Bihar,Female,33,Abha_Bir12@yahoo.com,2025-02-19,organic,9490382227,243884
CUST_00085,Rohan,Loyal,Sonawan,Bihar,Female,35,Rohan_Loyal68@hotmail.com,2025-06-10,organic,9171244178,669043
CUST_00086,Yashodhara,Naik,Barakpur,West Bengal,Male,38,Yashodhara_Naik28@yahoo.com,2025-08-22,organic,9523767187,768272
CUST_00087,Watika,Bhalla,Aurangabad,Maharashtra,Male,27,Watika_Bhalla80@yahoo.com,2025-05-13,organic,9848898099,511897
CUST_00088,Aditya,Brar,Gundaur,Tamil Nadu,Female,47,Aditya_Brar42@hotmail.com,2025-06-12,organic,9733816999,181296
CUST_00089,Damyanti,Brar,Punadih,Bihar,Female,69,Damyanti_Brar48@yahoo.com,2023-01-27,organic,9901999185,383256
CUST_00090,Udant,Dhawan,Kasgatpur,Karnataka,Female,40,Udant_Dhawan10@hotmail.com,2025-05-22,paid,9854583306,118156
CUST_00091,Jagat,Barad,Punadih,Bihar,Male,35,Jagat_Barad66@hotmail.com,2025-06-04,paid,9587365080,484706
CUST_00092,Aryan,Wason,Chinnasekkadu,Tamil Nadu,Female,43,Aryan_Wason32@yahoo.com,2024-06-05,organic,9278017694,720270
CUST_00093,Lila,Sarin,Bayandhalli,Karnataka,Male,68,Lila_Sarin51@gmail.com,2024-04-20,referral,9134109026,257719
CUST_00094,Gautami,Pillai,Bendravadi,Karnataka,Male,45,Gautami_Pillai25@gmail.com,2025-02-02,referral,9388717145,217513
CUST_00095,Radha,Patla,Chandigarh,Punjab,Male,38,Radha_Patla69@gmail.com,2023-01-07,paid,9146510960,767410
CUST_00096,Yasti,Kannan,Kendraparha,Odisha,Female,44,Yasti_Kannan10@hotmail.com,2024-11-15,referral,9499873327,485038
CUST_00097,Neelima,Sathe,Sondekoppa,Karnataka,Male,52,Neelima_Sathe21@hotmail.com,2023-10-09,organic,9350368452,227797
CUST_00098,Nilima,Dewan,Rajkot,Gujarat,Male,58,Nilima_Dewan41@gmail.com,2023-11-28,referral,9671666426,808377
CUST_00099,Adya,Dube,Dhanbad,Jharkhand,Male,25,Adya_Dube28@yahoo.com,2023-10-17,referral,9515156431,700979
CUST_00100,Michael,Ben,Bayandhalli,Karnataka,Female,56,Michael_Ben29@yahoo.com,2023-02-21,paid,9688781719,498216
CUST_00101,Aarav,Ratta,Prayagraj,Uttar Pradesh,Male,54,Aarav_Ratta42@yahoo.com,2023-03-29,organic,9710021271,532516
CUST_00102,Henry,Issac,Dam Dam,West Bengal,Female,30,Henry_Issac84@gmail.com,2023-02-11,paid,9897296240,142712
CUST_00103,Balendra,Raval,Tiruvottiya«r,Tamil Nadu,Male,37,Balendra_Raval45@yahoo.com,2024-04-11,paid,9738035365,294424
CUST_00104,Samuel,Kakar,Nasik,Maharashtra,Male,45,Samuel_Kakar93@yahoo.com,2024-01-30,organic,9446546429,813715
CUST_00105,Nihal,Apte,Ambapuram,Andhra Pradesh,Female,44,Nihal_Apte98@hotmail.com,2025-06-08,organic,9802234722,243273
CUST_00106,Jason,Deep,Herohalli,Karnataka,Female,64,Jason_Deep27@gmail.com,2025-09-16,paid,9790665343,753410
CUST_00107,Victor,Mahal,Murtazabad,Uttar Pradesh,Female,35,Victor_Mahal75@hotmail.com,2025-02-22,referral,9924183605,564352
CUST_00108,Radha,Upadhyay,Pimpri-Chinchwad,Maharashtra,Female,58,Radha_Upadhyay70@hotmail.com,2023-04-11,paid,9855593187,200273
CUST_00109,Girindra,Devi,Chik Banavar,Karnataka,Female,38,Girindra_Devi77@gmail.com,2024-12-12,paid,9423839252,590048
CUST_00110,Rajata,Oak,Chakapara,West Bengal,Female,35,Rajata_Oak29@yahoo.com,2024-03-31,organic,9600229623,238392
CUST_00111,Sanya,Vasa,Vijayavada,Andhra Pradesh,Male,44,Sanya_Vasa16@hotmail.com,2023-08-20,paid,9776942224,366688
CUST_00112,Watika,Chana,New Delhi,Delhi,Female,49,Watika_Chana85@hotmail.com,2025-07-05,paid,9137856186,281891
CUST_00113,Samarth,Sampath,Patna,Bihar,Female,33,Samarth_Sampath95@hotmail.com,2024-10-09,paid,9165293686,510110
CUST_00114,Sudiksha,Mangal,Sabalpur,Bihar,Female,40,Sudiksha_Mangal39@hotmail.com,2025-06-11,referral,9714600044,839651
CUST_00115,Yadavi,Chakrabarti,Alija Kotla,Telangana,Female,47,Yadavi_Chakrabarti63@hotmail.com,2024-09-29,organic,9770439175,260811
CUST_00116,Vyanjana,Bajwa,Muzaffarpur,Bihar,Male,61,Vyanjana_Bajwa36@gmail.com,2023-10-05,paid,9292463073,470033
CUST_00117,Harsh,Sen,Haldwani,Uttarakhand,Male,48,Harsh_Sen37@hotmail.com,2023-09-21,paid,9825523310,479600
CUST_00118,Vasana,Sibal,Devanandapur,West Bengal,Female,57,Vasana_Sibal78@hotmail.com,2023-11-14,organic,9232166290,737235
CUST_00119,Urvashi,Singhal,Gwalior,Madhya Pradesh,Female,26,Urvashi_Singhal73@hotmail.com,2025-05-02,organic,9724798768,740272
CUST_00120,Amol,Raman,Nagpur,Maharashtra,Female,26,Amol_Raman26@yahoo.com,2025-09-09,referral,9918013403,415629
CUST_00121,Varenya,Nazareth,Taliganja,West Bengal,Male,69,Varenya_Nazareth55@hotmail.com,2023-02-10,paid,9808087156,288275
CUST_00122,Aradhana,Dora,Kadiganahalli,Karnataka,Female,21,Aradhana_Dora46@hotmail.com,2025-04-02,referral,9865872407,241374
CUST_00123,Aradhana,Bal,Madavar,Karnataka,Male,63,Aradhana_Bal62@hotmail.com,2023-12-26,organic,9410493790,569452
CUST_00124,Advika,Prasad,Nagpur,Maharashtra,Male,37,Advika_Prasad72@gmail.com,2024-07-20,referral,9339216892,487813
CUST_00125,Divya,Prakash,Nasik,Maharashtra,Female,32,Divya_Prakash41@yahoo.com,2023-12-15,organic,9534378710,815697
CUST_00126,Faras,Vora,Khanpur Zabti,Uttar Pradesh,Female,64,Faras_Vora76@hotmail.com,2024-10-05,paid,9827965823,660930
CUST_00127,Laban,Lata,Supaul,Bihar,Male,57,Laban_Lata34@yahoo.com,2024-03-11,organic,9721445097,623759
CUST_00128,Madhavi,Jani,Thane,Maharashtra,Male,22,Madhavi_Jani63@gmail.com,2025-03-16,organic,9941941561,475891
CUST_00129,Arjun,Nadkarni,Zeyadah Kot,West Bengal,Female,32,Arjun_Nadkarni55@hotmail.com,2025-02-27,paid,9517369879,182992
CUST_00130,Sneha,Rau,Arshakunti,Karnataka,Male,34,Sneha_Rau56@yahoo.com,2024-12-30,paid,9566634390,166959
CUST_00131,Dayamai,Rama,Raipur,Chhattisgarh,Female,32,Dayamai_Rama36@yahoo.com,2023-07-20,organic,9294521577,286090
CUST_00132,Janaki,Sahota,Puri,Odisha,Male,28,Janaki_Sahota26@hotmail.com,2023-09-12,paid,9523783527,740153
CUST_00133,Nathaniel,Wason,Narayanpur Kola,Bihar,Female,47,Nathaniel_Wason52@yahoo.com,2024-10-13,organic,9997265909,608864
CUST_00134,Dayamai,Maharaj,Hunasamaranhalli,Karnataka,Female,49,Dayamai_Maharaj48@hotmail.com,2024-10-26,organic,9287225564,640090
CUST_00135,Oscar,Jha,Jaipur,Rajasthan,Female,70,Oscar_Jha35@hotmail.com,2023-07-09,organic,9358185058,554210
CUST_00136,Max,Wason,Dasarhalli,Karnataka,Male,59,Max_Wason34@yahoo.com,2023-04-30,organic,9578947735,774077
CUST_00137,Upkaar,Radhakrishnan,Ranchi,Jharkhand,Female,46,Upkaar_Radhakrishnan69@hotmail.com,2024-08-14,organic,9148715257,358711
CUST_00138,Veer,Varkey,Harchandi,Bihar,Female,49,Veer_Varkey66@gmail.com,2024-09-09,paid,9649302307,374513
CUST_00139,Hema,Kar,Hesarghatta,Karnataka,Female,24,Hema_Kar17@gmail.com,2025-07-15,organic,9967441151,347550
CUST_00140,Bhavika,Subramaniam,Tarchha,Bihar,Female,43,Bhavika_Subramaniam25@yahoo.com,2025-11-24,organic,9318049165,594300
CUST_00141,Wridesh,Bains,Pimpri-Chinchwad,Maharashtra,Female,25,Wridesh_Bains96@hotmail.com,2025-12-14,referral,9218613134,516620
CUST_00142,Hemani,Chaudhari,Delhi,Delhi,Female,30,Hemani_Chaudhari75@yahoo.com,2023-05-18,organic,9909490207,776327
CUST_00143,Xiti,Dubey,Belgharia,West Bengal,Female,57,Xiti_Dubey72@hotmail.com,2024-06-30,paid,9254370901,228835
CUST_00144,Yatin,Chokshi,Barakpur,West Bengal,Female,66,Yatin_Chokshi34@gmail.com,2024-07-21,organic,9765898681,815087
CUST_00145,Kashish,Konda,Sultanpur,Bihar,Male,60,Kashish_Konda71@yahoo.com,2024-02-28,organic,9256943484,394822
CUST_00146,Triveni,Walla,Hesarghatta,Karnataka,Male,25,Triveni_Walla67@hotmail.com,2023-08-31,referral,9574184249,141025
CUST_00147,Henry,Saran,Dhanbad,Jharkhand,Female,60,Henry_Saran61@yahoo.com,2024-04-21,paid,9266793897,499958
CUST_00148,Theodore,Samra,Gundaur,Tamil Nadu,Female,58,Theodore_Samra24@hotmail.com,2024-08-21,paid,9573265205,571244
CUST_00149,Krisha,Minhas,Jalhalli,Karnataka,Male,67,Krisha_Minhas17@yahoo.com,2025-09-07,referral,9185871668,361452
CUST_00150,Guneet,Krishna,Rajkot,Gujarat,Female,64,Guneet_Krishna14@hotmail.com,2024-04-06,referral,9990197094,721524
CUST_00151,Daniel,Nazareth,Ambapuram,Andhra Pradesh,Female,60,Daniel_Nazareth15@yahoo.com,2024-12-12,organic,9321971308,299408
CUST_00152,Daksha,Bhargava,Santoshpur,West Bengal,Female,65,Daksha_Bhargava56@yahoo.com,2025-07-20,paid,9956898402,837976
CUST_00153,Guneet,Rajagopalan,Nerkunram,Tamil Nadu,Female,38,Guneet_Rajagopalan61@gmail.com,2025-03-31,referral,9670137231,204477
CUST_00154,Harish,Radhakrishnan,New Delhi,Delhi,Female,44,Harish_Radhakrishnan39@gmail.com,2025-05-19,organic,9276383634,196673
CUST_00155,Chatura,Kala,Babura,Bihar,Female,27,Chatura_Kala72@hotmail.com,2024-01-06,referral,9888215570,138252
CUST_00156,Wishi,Brahmbhatt,Meerut,Uttar Pradesh,Female,65,Wishi_Brahmbhatt67@gmail.com,2025-10-19,paid,9436967606,660234
CUST_00157,Samesh,Dua,Arshakunti,Karnataka,Male,64,Samesh_Dua71@yahoo.com,2024-01-08,referral,9469281814,504367
CUST_00158,Hredhaan,Buch,Indore,Madhya Pradesh,Female,59,Hredhaan_Buch18@hotmail.com,2024-07-15,paid,9909600907,184741
CUST_00159,Chanakya,Kamdar,Nagtala,West Bengal,Male,68,Chanakya_Kamdar10@hotmail.com,2025-09-21,referral,9844293433,287248
CUST_00160,Tanmayi,Bandi,Nanmangalam,Tamil Nadu,Male,33,Tanmayi_Bandi57@yahoo.com,2024-11-02,paid,9885403480,286616
CUST_00161,Aishani,Desai,Barakpur,West Bengal,Male,64,Aishani_Desai10@gmail.com,2024-05-17,paid,9979889679,516717
CUST_00162,Faraj,Sastry,Ludhiana,Punjab,Female,37,Faraj_Sastry73@gmail.com,2023-10-21,organic,9333448894,651253
CUST_00163,Teerth,Lad,Ghaziabad,Uttar Pradesh,Female,45,Teerth_Lad31@gmail.com,2023-05-10,organic,9828426742,576883
CUST_00164,Ekantika,Buch,Bommayapalaiyam,Tamil Nadu,Male,23,Ekantika_Buch85@yahoo.com,2025-09-04,referral,9383627673,177216
CUST_00165,Nicholas,De,New Delhi,Delhi,Female,55,Nicholas_De60@gmail.com,2023-05-25,paid,9133698788,313862
CUST_00166,Hemangini,Hegde,Pallavaram,Tamil Nadu,Female,18,Hemangini_Hegde66@hotmail.com,2025-10-10,referral,9494620188,564606
CUST_00167,Parth,Desai,Vajarhalli,Karnataka,Male,40,Parth_Desai78@yahoo.com,2025-03-13,organic,9504401198,685582
CUST_00168,Lipika,Lall,Hariladih,Jharkhand,Female,37,Lipika_Lall71@gmail.com,2024-03-25,referral,9974703859,270197
CUST_00169,Upkaar,Mane,Kadabgeri,Karnataka,Male,40,Upkaar_Mane85@yahoo.com,2024-12-01,organic,9173706383,800608
CUST_00170,Aashi,Chopra,Nangloi Jat,Delhi,Male,63,Aashi_Chopra94@hotmail.com,2023-01-16,organic,9513623907,565969
CUST_00171,Meghana,Parmer,Mirzapur,Uttar Pradesh,Female,60,Meghana_Parmer32@gmail.com,2025-07-24,paid,9306411513,657338
CUST_00172,Farhan,Goda,Chakapara,West Bengal,Male,34,Farhan_Goda78@yahoo.com,2025-06-13,paid,9687037795,702674
CUST_00173,Jacob,Chatterjee,Najafgarh,Delhi,Male,52,Jacob_Chatterjee61@hotmail.com,2024-09-26,paid,9635207134,830778
CUST_00174,Shaurya,Nayak,Surat,Gujarat,Female,53,Shaurya_Nayak28@hotmail.com,2025-04-18,organic,9113470137,381968
CUST_00175,Urmi,Bava,Gundaur,Tamil Nadu,Male,41,Urmi_Bava10@yahoo.com,2023-05-17,paid,9269124855,119541
CUST_00176,Ishita,Sidhu,Murtazabad,Uttar Pradesh,Male,48,Ishita_Sidhu13@hotmail.com,2024-10-09,paid,9597576975,161992
CUST_00177,Nathan,Brar,Kendraparha,Odisha,Male,22,Nathan_Brar89@gmail.com,2024-07-01,paid,9711686134,796338
CUST_00178,Urvi,Goel,kantakapalli,Telangana,Female,68,Urvi_Goel41@hotmail.com,2024-01-22,organic,9917032666,831748
CUST_00179,Yashica,Mani,Nagtala,West Bengal,Male,25,Yashica_Mani33@hotmail.com,2023-04-02,organic,9860932235,646227
CUST_00180,Chakrika,Chadha,Shimla,Himachal Pradesh,Female,62,Chakrika_Chadha42@gmail.com,2025-09-29,paid,9994439328,835949
CUST_00181,Ekbal,Mann,Sondekoppa,Karnataka,Male,38,Ekbal_Mann60@yahoo.com,2024-01-01,organic,9403394218,361493
CUST_00182,Varenya,Bala,Vadodara,Gujarat,Female,60,Varenya_Bala21@yahoo.com,2025-11-16,paid,9684556354,601073
CUST_00183,Janani,Saxena,Najafgarh,Delhi,Male,60,Janani_Saxena42@hotmail.com,2024-04-29,organic,9750622119,441594
CUST_00184,Veda,Sahota,Oulgaret,Tamil Nadu,Male,41,Veda_Sahota52@yahoo.com,2023-09-18,referral,9940916523,261837
CUST_00185,Baljiwan,Prakash,Bali,Bihar,Female,27,Baljiwan_Prakash22@hotmail.com,2024-09-24,paid,9532838238,375518
CUST_00186,Kabir,Sem,Taliganja,West Bengal,Female,59,Kabir_Sem11@gmail.com,2024-08-27,paid,9267345404,495778
CUST_00187,Mitali,Warrior,Salt Lake City,West Bengal,Female,33,Mitali_Warrior44@hotmail.com,2024-09-27,organic,9471747542,727297
CUST_00188,Shravya,Nayar,Sabalpur,Bihar,Female,35,Shravya_Nayar17@gmail.com,2025-08-19,referral,9681524060,748874
CUST_00189,Imaran,Dash,Arshakunti,Karnataka,Male,19,Imaran_Dash83@gmail.com,2023-09-05,paid,9199952217,317870
CUST_00190,Wahab,Chander,Tiruvottiya«r,Tamil Nadu,Male,57,Wahab_Chander43@gmail.com,2025-01-30,referral,9145932658,610329
CUST_00191,Thomas,Agrawal,Saino,Bihar,Male,32,Thomas_Agrawal16@hotmail.com,2023-11-22,paid,9607514051,192746
CUST_00192,Zashil,Chaudhuri,Kodagihalli,Karnataka,Male,27,Zashil_Chaudhuri84@gmail.com,2024-05-23,paid,9647488156,641832
CUST_00193,Mugdha,Mohanty,Ranchi,Jharkhand,Male,19,Mugdha_Mohanty45@gmail.com,2023-05-21,organic,9821322712,170693
CUST_00194,Krishna,Chandra,Oulgaret,Tamil Nadu,Female,34,Krishna_Chandra45@gmail.com,2024-04-21,organic,9862097033,673045
CUST_00195,Sai,Dubey,Punadih,Bihar,Male,66,Sai_Dubey82@hotmail.com,2025-10-24,paid,9394292375,224353
